township,date,soil_pH,rainfall_mm,temperature_c,local_grain_price,historic_yield_tons_per_ha,best_crop
Naypyidaw,2022-07-31,6.3,191.1,27.9,1314.0,4.29,Beans
Naypyidaw,2021-05-15,8.2,573.9,37.4,799.0,3.88,Rice
Monywa,2019-10-04,7.3,562.9,28.6,536.0,7.6,Rice
Taungoo,2022-04-30,7.0,111.7,39.7,1654.0,5.76,Beans
Sagaing,2020-03-21,5.5,196.7,24.9,1644.0,6.17,Wheat
Naypyidaw,2021-07-19,7.1,460.4,30.6,553.0,5.4,Rice
Mandalay,2018-09-25,5.3,15.1,37.2,1779.0,1.37,Sesame
Monywa,2022-01-01,5.7,98.9,24.3,1044.0,6.88,Sesame
Monywa,2023-01-04,6.7,425.1,25.8,1343.0,1.71,Rice
Bago,2019-10-31,6.5,324.1,32.4,1328.0,2.11,Corn
Naypyidaw,2021-02-25,7.4,543.2,39.5,720.0,5.65,Rice
Naypyidaw,2019-02-02,7.6,90.0,27.6,756.0,3.66,Sesame
Yangon,2022-01-24,8.3,355.1,23.6,1955.0,7.26,Wheat
Pathein,2021-11-09,8.1,592.8,37.7,702.0,1.48,Rice
Magway,2022-06-01,8.2,75.5,38.7,796.0,7.72,Sesame
Monywa,2021-04-12,7.5,569.8,21.7,1699.0,5.22,Rice
Yangon,2022-09-08,8.5,225.5,25.1,1973.0,4.59,Corn
Yangon,2023-06-29,6.1,108.5,33.0,895.0,5.9,Beans
Sagaing,2021-10-14,5.1,452.5,35.2,620.0,4.21,Beans
Meiktila,2018-05-09,5.5,587.2,32.5,529.0,6.14,Beans
Sagaing,2020-03-28,8.2,234.2,20.7,1545.0,5.7,Wheat
Monywa,2022-02-11,7.8,513.6,35.7,1013.0,3.85,Rice
Monywa,2020-12-07,6.9,298.4,25.3,1878.0,7.39,Corn
Mandalay,2021-07-29,8.0,538.5,20.5,1643.0,1.9,Rice
Taungoo,2018-11-01,5.6,48.3,31.4,631.0,2.66,Sesame
Mandalay,2018-02-09,7.5,444.5,26.8,606.0,7.36,Rice
Pathein,2023-03-03,7.2,205.2,33.3,584.0,5.29,Corn
Bago,2020-03-28,8.2,556.7,23.7,637.0,6.03,Rice
Sagaing,2020-08-12,5.7,433.0,27.7,789.0,5.38,Beans
Taungoo,2023-07-22,7.1,119.8,25.8,1798.0,5.73,Beans
Yangon,2022-12-18,5.6,13.7,23.5,716.0,2.38,Sesame
Meiktila,2020-02-15,7.4,424.7,21.5,982.0,2.31,Rice
Taungoo,2019-10-28,6.4,503.3,25.9,1461.0,3.89,Rice
Taungoo,2022-10-14,5.9,213.4,24.8,1836.0,1.05,Wheat
Magway,2021-02-26,7.6,48.1,21.3,1599.0,3.41,Sesame
Pathein,2022-10-28,5.3,461.0,34.3,1616.0,1.08,Beans
Mandalay,2021-07-28,7.1,550.6,27.2,1517.0,5.77,Rice
Mandalay,2020-12-10,7.5,198.2,27.2,1056.0,6.68,Beans
Magway,2023-06-27,6.1,599.5,23.8,564.0,5.11,Rice
Monywa,2022-08-06,6.6,282.4,38.5,1958.0,6.93,Corn
Naypyidaw,2023-03-18,6.6,93.8,35.0,537.0,3.94,Sesame
Bago,2021-07-21,6.3,523.4,23.0,1152.0,3.56,Rice
Bago,2019-09-11,7.1,118.5,21.9,725.0,3.74,Wheat
Monywa,2020-03-21,5.1,241.4,26.1,1324.0,7.69,Corn
Taungoo,2020-02-18,6.7,437.0,28.7,740.0,7.63,Rice
Yangon,2021-12-18,8.4,49.5,26.5,934.0,4.34,Sesame
Taungoo,2023-10-26,8.3,484.1,28.3,962.0,1.09,Rice
Bago,2021-10-18,7.2,413.6,28.6,694.0,1.85,Rice
Magway,2021-10-29,7.5,486.2,37.3,1956.0,3.59,Rice
Mandalay,2018-03-14,6.6,256.0,24.2,850.0,3.28,Wheat
Monywa,2023-05-05,7.8,337.4,31.5,792.0,3.32,Corn
Bago,2021-08-11,7.7,347.6,38.2,1414.0,5.96,Corn
Taungoo,2023-06-25,7.0,535.4,26.3,1076.0,7.17,Rice
Bago,2021-08-10,5.3,299.7,32.1,1937.0,7.24,Corn
Magway,2018-10-02,6.6,468.7,35.8,715.0,2.93,Rice
Yangon,2023-04-25,5.9,383.5,26.5,1224.0,6.77,Corn
Bago,2021-01-22,8.3,296.0,26.3,800.0,7.18,Corn
Taungoo,2019-05-09,6.0,45.7,37.7,1256.0,4.66,Sesame
Taungoo,2022-03-21,6.5,493.0,20.2,716.0,2.83,Rice
Yangon,2018-04-29,7.3,459.8,21.6,1865.0,4.25,Rice
Bago,2023-01-04,7.2,337.6,31.9,662.0,6.31,Corn
Magway,2023-02-11,6.0,426.7,29.1,693.0,2.14,Beans
Yangon,2019-05-23,5.2,202.7,29.5,1748.0,1.99,Corn
Sagaing,2018-04-15,7.2,391.3,27.9,1754.0,3.29,Corn
Yangon,2021-03-04,6.1,456.3,20.8,1584.0,4.58,Rice
Bago,2023-07-28,5.2,50.1,23.0,1910.0,4.66,Sesame
Taungoo,2019-01-12,7.6,583.7,26.8,1626.0,3.89,Rice
Naypyidaw,2022-06-29,6.9,319.6,32.8,732.0,3.77,Corn
Mandalay,2020-04-28,6.6,78.0,38.2,859.0,2.83,Sesame
Meiktila,2018-04-10,5.2,507.3,24.5,829.0,1.3,Wheat
Taungoo,2019-09-18,8.3,91.2,26.4,1451.0,3.71,Sesame
Sagaing,2018-03-20,6.8,180.9,20.5,1122.0,6.0,Wheat
Mandalay,2018-06-14,5.7,31.2,24.6,1024.0,4.44,Sesame
Mandalay,2022-02-16,6.8,499.1,27.9,511.0,2.07,Rice
Pathein,2021-02-26,5.9,230.8,27.8,1631.0,6.84,Corn
Magway,2021-10-02,5.7,539.8,27.9,1177.0,5.55,Beans
Naypyidaw,2023-09-28,7.7,130.7,22.3,660.0,3.71,Wheat
Taungoo,2020-03-30,7.7,444.1,26.0,822.0,5.83,Rice
Pathein,2021-05-27,6.3,42.1,32.5,1827.0,4.97,Sesame
Magway,2020-06-07,6.8,192.8,24.3,1001.0,2.27,Wheat
Naypyidaw,2022-05-11,7.5,280.2,27.8,1881.0,6.28,Corn
Naypyidaw,2021-03-14,7.8,403.5,38.8,661.0,1.54,Rice
Yangon,2018-05-08,7.2,515.7,38.9,955.0,7.51,Rice
Sagaing,2019-10-16,5.3,227.1,32.9,1613.0,7.8,Corn
Monywa,2018-11-08,6.0,395.6,25.9,680.0,1.24,Corn
Bago,2020-12-12,6.6,560.0,39.7,680.0,7.4,Rice
Yangon,2023-05-06,5.6,76.4,34.5,1830.0,4.19,Sesame
Meiktila,2021-01-23,5.9,424.7,29.6,730.0,6.12,Beans
Mandalay,2022-06-17,7.4,27.6,29.9,1119.0,6.81,Sesame
Yangon,2018-06-30,7.3,576.1,37.5,1578.0,5.97,Rice
Taungoo,2020-12-30,5.1,170.5,37.4,1172.0,2.64,Beans
Yangon,2018-06-30,8.1,502.9,28.7,1233.0,7.67,Rice
Taungoo,2018-07-13,6.0,62.2,27.3,1317.0,6.74,Sesame
Monywa,2022-03-01,7.5,329.1,26.4,1111.0,5.48,Corn
Pathein,2022-07-04,6.3,590.3,35.3,1509.0,2.03,Rice
Naypyidaw,2022-07-29,6.3,264.7,32.0,999.0,7.19,Corn
Monywa,2023-03-27,6.6,328.1,33.6,1015.0,7.23,Corn
Bago,2021-10-31,6.9,500.9,23.2,709.0,6.59,Rice
Taungoo,2022-06-12,5.3,257.2,22.2,563.0,4.51,Wheat
Mandalay,2018-01-17,5.9,334.8,38.8,1526.0,6.18,Corn
Monywa,2023-06-27,5.4,441.8,35.9,1092.0,4.84,Beans
Sagaing,2020-06-16,7.0,452.4,33.8,839.0,7.92,Rice
Naypyidaw,2019-09-30,7.9,538.2,23.8,1690.0,1.0,Rice
Meiktila,2019-03-18,6.7,550.3,33.9,1634.0,3.15,Rice
Magway,2020-05-07,6.9,67.0,36.3,547.0,1.16,Sesame
Mandalay,2020-04-28,5.6,467.9,21.4,1927.0,2.77,Wheat
Sagaing,2022-01-04,7.3,16.2,32.0,1062.0,3.4,Sesame
Magway,2022-10-22,7.2,552.5,32.7,1519.0,5.15,Rice
Yangon,2023-08-10,6.1,28.3,34.0,1076.0,7.03,Sesame
Meiktila,2019-02-06,6.5,356.4,37.6,1527.0,7.64,Corn
Yangon,2022-04-06,5.1,297.6,38.1,1316.0,4.32,Corn
Mandalay,2020-10-02,7.5,432.2,38.4,1624.0,4.18,Rice
Taungoo,2023-04-07,5.1,192.8,35.5,825.0,6.98,Beans
Sagaing,2019-01-24,5.0,85.7,37.3,1903.0,6.47,Sesame
Naypyidaw,2018-10-11,6.8,283.3,33.9,1887.0,3.72,Corn
Yangon,2020-11-03,7.0,421.9,29.8,940.0,7.32,Rice
Bago,2018-06-13,6.0,205.5,22.2,1756.0,2.08,Wheat
Taungoo,2023-05-29,6.7,13.4,35.5,1858.0,6.65,Sesame
Sagaing,2018-06-29,6.1,141.8,37.3,1240.0,5.08,Beans
Naypyidaw,2019-04-21,5.4,92.1,34.8,1344.0,7.63,Sesame
Naypyidaw,2023-07-26,6.3,422.4,20.4,1541.0,4.68,Rice
Meiktila,2019-03-12,6.5,29.8,28.7,600.0,5.91,Sesame
Mandalay,2020-12-12,8.1,402.2,29.5,865.0,4.55,Rice
Bago,2019-05-11,5.1,61.0,23.7,1490.0,2.38,Sesame
Meiktila,2022-03-10,7.0,291.9,39.4,1373.0,5.59,Corn
Mandalay,2018-06-12,5.8,97.0,22.7,517.0,5.91,Sesame
Yangon,2023-09-21,7.8,76.5,33.3,513.0,5.1,Sesame
Bago,2021-08-01,8.2,517.7,36.0,1212.0,2.32,Rice
Naypyidaw,2020-05-27,5.3,238.8,32.7,1706.0,4.79,Corn
Bago,2019-06-05,8.0,95.8,35.2,1985.0,4.34,Sesame
Mandalay,2019-11-06,5.9,454.5,36.8,838.0,3.53,Beans
Magway,2022-07-23,5.2,264.8,37.4,541.0,6.46,Corn
Monywa,2022-05-20,6.6,503.5,24.5,1219.0,7.35,Rice
Meiktila,2022-07-24,7.3,455.7,23.1,931.0,5.19,Rice
Mandalay,2022-11-08,7.1,256.2,31.2,1666.0,5.93,Corn
Yangon,2022-02-22,6.0,175.7,33.0,1012.0,7.91,Beans
Meiktila,2021-09-01,8.2,514.7,29.4,1636.0,4.41,Rice
Pathein,2019-07-17,6.6,63.7,29.8,1275.0,3.4,Sesame
Mandalay,2020-10-27,7.2,561.2,37.5,842.0,5.16,Rice
Monywa,2020-09-07,7.0,215.6,26.1,1277.0,6.78,Corn
Sagaing,2021-02-14,5.9,260.1,33.2,1836.0,6.38,Corn
Bago,2021-04-23,5.7,414.7,34.3,807.0,4.87,Beans
Naypyidaw,2023-11-01,5.6,437.5,37.5,809.0,5.47,Beans
